# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	81245	82180	-	COILCL_00087	rihA	pyrimidine-specific ribonucleoside hydrolase RihA	COG:COG1957, COG:F, EC:3.2.-.-, EC:3.2.2.3, GO:0005829, GO:0006152, GO:0006206, GO:0008477, GO:0015949, GO:0045437, GO:0050263, KEGG:K01250, RefSeq:WP_032435205.1, SO:0001217, UniParc:UPI00044ECB14, UniRef:UniRef100_A0AAW9UAY7, UniRef:UniRef50_P41409, UniRef:UniRef90_A6T9S2
contig_1	cds	82461	82760	+	COILCL_00088		DUF406 domain-containing protein	RefSeq:WP_002906788.1, SO:0001217, UniParc:UPI0001A5898E, UniRef:UniRef100_A0A0H3GNZ6, UniRef:UniRef50_P32162, UniRef:UniRef90_A0A0H3GNZ6
contig_1	cds	82858	84564	-	COILCL_00089	ytcJ	Amidohydrolase	COG:COG1574, COG:R, RefSeq:WP_032435207.1, SO:0001217, UniParc:UPI00044C7238, UniRef:UniRef100_A0AAX3FDF0, UniRef:UniRef50_A0A1V7I0D9, UniRef:UniRef90_A0A1V7I0D9
contig_1	cds	84762	86867	-	COILCL_00090	pqqU	TonB-dependent receptor PqqU	COG:COG4772, COG:P, RefSeq:WP_002906783.1, SO:0001217, UniParc:UPI0001A5898C, UniRef:UniRef100_A0A085DQH0, UniRef:UniRef50_A0A085DQH0, UniRef:UniRef90_A0A085DQH0
contig_1	cds	87126	88187	+	COILCL_00091	yncE	YNCE-like beta-propeller domain-containing protein	COG:COG3391, COG:R, RefSeq:WP_002906780.1, SO:0001217, UniParc:UPI0001576B0A, UniRef:UniRef100_A0A0H3GTG8, UniRef:UniRef50_P76116, UniRef:UniRef90_A0A1F2MCU2
contig_1	cds	88356	88577	+	COILCL_00092	ygdR	Lipoprotein YgdR	RefSeq:WP_002906779.1, SO:0001217, UniParc:UPI0001813B40, UniRef:UniRef100_A0A087FP20, UniRef:UniRef50_A0A087FP20, UniRef:UniRef90_A0A087FP20
contig_1	cds	88628	90082	-	COILCL_00093	ansP	L-asparagine permease	COG:COG1113, COG:E, GO:0005886, GO:0006865, GO:0016020, GO:0055085, KEGG:K11738, RefSeq:WP_014907513.1, SO:0001217, UniParc:UPI0001A5898A, UniRef:UniRef100_W9BH64, UniRef:UniRef50_P77610, UniRef:UniRef90_P40812
contig_1	cds	90272	91159	-	COILCL_00094	lysR	LysR family transcriptional regulator	KEGG:K03566, RefSeq:WP_002906776.1, SO:0001217, UniParc:UPI0001A58989, UniRef:UniRef100_A0A377ZKN2, UniRef:UniRef50_Q01610, UniRef:UniRef90_A0A377ZKN2
contig_1	cds	91432	91983	+	COILCL_00095	adk	Adenylate kinase	COG:COG0563, COG:F, RefSeq:WP_004180132.1, SO:0001217, UniParc:UPI0001576B06, UniRef:UniRef100_W9B8N7, UniRef:UniRef50_A0A1C7W0R1, UniRef:UniRef90_W9B8N7
contig_1	cds	92075	93082	+	COILCL_00096	ssuD	Luciferase family protein YtmO	COG:COG2141, COG:HR, RefSeq:WP_032412352.1, SO:0001217, UniParc:UPI00044A1DAB, UniRef:UniRef100_A0AAX3FDK2, UniRef:UniRef50_A0A6C2VFY2, UniRef:UniRef90_A0A331XYB1
contig_1	cds	93072	94193	+	COILCL_00097	abgB	Hydrolase	COG:COG1473, COG:R, EC:3.5.1.-, KEGG:K21613, RefSeq:WP_032435208.1, SO:0001217, UniParc:UPI00044F48C3, UniRef:UniRef100_A0AAX3FD29, UniRef:UniRef50_A0A0C7KK06, UniRef:UniRef90_A0A0C7KK06
contig_1	cds	94218	95531	+	COILCL_00098		Monooxygenase	EC:1.14.-.-, KEGG:K24116, SO:0001217, UniParc:UPI00030A7316, UniRef:UniRef100_A0AAJ5PIK5, UniRef:UniRef50_N9CTP0, UniRef:UniRef90_A0A0J5AAX1
contig_1	cds	95549	96481	+	COILCL_00099		Solute-binding protein family 3/N-terminal domain-containing protein	EC:1.14.-.-, KEGG:K24116, RefSeq:WP_002906703.1, SO:0001217, UniParc:UPI0001576B03, UniRef:UniRef100_A0A0H3GYH3, UniRef:UniRef50_A0A0H3GYH3, UniRef:UniRef90_A0A0H3GYH3
contig_1	cds	96493	97002	+	COILCL_00100		N-acetyltransferase domain-containing protein	COG:COG3393, COG:R, RefSeq:WP_020802144.1, SO:0001217, UniParc:UPI0003420E4E, UniRef:UniRef100_A0AAJ5PJX0, UniRef:UniRef50_D4GMZ6, UniRef:UniRef90_A0A8B6IPB5
contig_1	cds	97012	97938	+	COILCL_00101	hisM	Amino acid ABC transporter permease	COG:COG0765, COG:E, RefSeq:WP_032435210.1, SO:0001217, UniParc:UPI00044B3921, UniRef:UniRef100_A0AAX3FD33, UniRef:UniRef50_A0A060VHG2, UniRef:UniRef90_A0A060VHG2
contig_1	cds	97922	98701	+	COILCL_00102	glnQ	Amino acid ABC transporter	COG:COG1126, COG:E, RefSeq:WP_002906697.1, SO:0001217, UniParc:UPI0001576B00, UniRef:UniRef100_A0A377ZKT8, UniRef:UniRef50_A0A4Y3NEI2, UniRef:UniRef90_A0A285B3G0
contig_1	cds	98713	99591	+	COILCL_00103	hisJ	Solute-binding protein family 3/N-terminal domain-containing protein	COG:COG0834, COG:ET, SO:0001217, UniParc:UPI0004492CA0, UniRef:UniRef100_A0A331CQT8, UniRef:UniRef50_W8UZG2, UniRef:UniRef90_W8UZG2
contig_1	cds	99669	100286	+	COILCL_00104	gstA	Glutathione S-transferase	COG:COG0625, COG:O, KEGG:K11208, RefSeq:WP_032425015.1, SO:0001217, UniParc:UPI00044EDF6E, UniRef:UniRef100_A0A331B3Q6, UniRef:UniRef50_P76117, UniRef:UniRef90_A0A331B3Q6
contig_1	cds	100357	100584	+	COILCL_00105	pptA	tautomerase PptA	COG:COG1942, COG:Q, EC:5.3.2.-, GO:0005737, GO:0016862, RefSeq:WP_002906690.1, SO:0001217, UniParc:UPI00018144A0, UniRef:UniRef100_B5XWY0, UniRef:UniRef50_A6T9Q5, UniRef:UniRef90_A6T9Q5
contig_1	cds	100791	101108	+	COILCL_00106		Toxin HigB-2	RefSeq:WP_073535500.1, SO:0001217, UniParc:UPI00093598DF, UniRef:UniRef100_UPI00093598DF, UniRef:UniRef50_A0A8B6IKU1, UniRef:UniRef90_A0A8B6IKU1
contig_1	cds	101184	101480	+	COILCL_00107	nadS	NadS family protein	COG:COG2944, COG:K, RefSeq:WP_020804705.1, SO:0001217, UniParc:UPI0003420A25, UniRef:UniRef100_A0A6B0N7G3, UniRef:UniRef50_A0A0H3GTF5, UniRef:UniRef90_A0A0H3GTF5
contig_1	cds	101559	102005	+	COILCL_00108		MutT-like protein	RefSeq:WP_032435212.1, SO:0001217, UniParc:UPI00044FD298, UniRef:UniRef100_A0A919HND6, UniRef:UniRef50_A0A6B8MT00, UniRef:UniRef90_A0A483GUC9
contig_1	cds	102046	103662	-	COILCL_00109	lamB	Maltoporin	COG:COG4580, COG:G, KEGG:K16077, RefSeq:WP_004175961.1, SO:0001217, UniParc:UPI000282F235, UniRef:UniRef100_A0AAW9UCC2, UniRef:UniRef50_A0A1V2BIQ5, UniRef:UniRef90_A0A377W3G9
contig_1	cds	103706	105088	-	COILCL_00110	melB	MFS transporter	COG:COG2211, COG:G, RefSeq:WP_004151222.1, SO:0001217, UniParc:UPI0001576A58, UniRef:UniRef100_A0A0H3GNY0, UniRef:UniRef50_A0A0C7KEL3, UniRef:UniRef90_A0A0C7KEL3
contig_1	cds	105112	106680	-	COILCL_00111		Sugar hydrolase	RefSeq:WP_004180113.1, SO:0001217, UniParc:UPI000282E949, UniRef:UniRef100_A0A2S6EFY2, UniRef:UniRef50_A0A0J9X262, UniRef:UniRef90_A0A7U2ZVG9
contig_1	cds	106885	107709	+	COILCL_00112	araC	Arabinose operon regulatory protein	COG:COG2207, COG:K, RefSeq:WP_032435214.1, SO:0001217, UniParc:UPI00044876D4, UniRef:UniRef100_A0A919LR11, UniRef:UniRef50_A0A085DQE9, UniRef:UniRef90_A0A085DQE9
contig_1	cds	107764	108345	-	COILCL_00113	rutF	Flavin reductase like domain-containing protein	COG:C, COG:COG1853, RefSeq:WP_004151228.1, SO:0001217, UniParc:UPI0001576A55, UniRef:UniRef100_A0A087FP40, UniRef:UniRef50_P76121, UniRef:UniRef90_A0A6B8MUX8
contig_1	cds	108560	109261	+	COILCL_00114		Transporter	RefSeq:WP_004151229.1, SO:0001217, UniParc:UPI000218649D, UniRef:UniRef100_W8UJS9, UniRef:UniRef50_A0A486VEH2, UniRef:UniRef90_W8UJS9
contig_1	cds	109258	110226	+	COILCL_00115	afuA	ABC transporter substrate-binding protein	COG:COG1840, COG:GH, KEGG:K02012, SO:0001217, UniRef:UniRef50_A0A9X8BQP9, UniRef:UniRef90_A0A099PR62
contig_1	cds	110284	111939	+	COILCL_00116	fbpB	ABC transporter membrane protein	COG:COG1178, COG:P, KEGG:K02011, RefSeq:WP_021469729.1, SO:0001217, UniParc:UPI00038FA010, UniRef:UniRef100_A0A9J6RW70, UniRef:UniRef50_A0A483GZY2, UniRef:UniRef90_A0A483GZY2
contig_1	cds	112016	112861	+	COILCL_00117	nhoA	N-hydroxyarylamine O-acetyltransferase	COG:COG2162, COG:Q, EC:2.3.1.118, GO:0016407, KEGG:K00675, RefSeq:WP_023286503.1, SO:0001217, UniParc:UPI0003BF40A3, UniRef:UniRef100_A0A330Q8X3, UniRef:UniRef50_A0A2S6EFY5, UniRef:UniRef90_A0A2S6EFY5
contig_1	cds	113294	113974	-	COILCL_00118	narI	respiratory nitrate reductase subunit gamma	COG:COG2181, COG:CP, EC:1.7.99.4, GO:0008940, GO:0009325, GO:0019645, RefSeq:WP_004175972.1, SO:0001217, UniParc:UPI0001814544, UniRef:UniRef100_A0A168TT75, UniRef:UniRef50_P0AF32, UniRef:UniRef90_A0A060VHH3
contig_1	cds	113971	114666	-	COILCL_00119	narW	nitrate reductase molybdenum cofactor assembly chaperone	COG:COG2180, COG:CPO, GO:0051082, GO:0051131, SO:0001217, UniRef:UniRef50_P0AF26, UniRef:UniRef90_A0A0C7KJY9
contig_1	cds	114666	116210	-	COILCL_00120	narH	nitrate reductase subunit beta	COG:COG1140, COG:CP, EC:1.7.5.1, EC:1.7.99.-, EC:1.7.99.4, GO:0008940, GO:0009325, GO:0042126, KEGG:K00371, RefSeq:WP_004148517.1, SO:0001217, UniParc:UPI0001A5897A, UniRef:UniRef100_W9BH57, UniRef:UniRef50_P19318, UniRef:UniRef90_W9BH57
contig_1	cds	116207	119947	-	COILCL_00121	narG	nitrate reductase subunit alpha	COG:COG5013, COG:CP, EC:1.7.5.1, EC:1.7.99.-, EC:1.7.99.4, GO:0008940, GO:0009325, GO:0042126, KEGG:K00370, RefSeq:WP_032435216.1, SO:0001217, UniParc:UPI0004482CAD, UniRef:UniRef100_A0AAX2N4B6, UniRef:UniRef50_P19319, UniRef:UniRef90_A6T9P0
contig_1	cds	120062	121444	-	COILCL_00122	narK	Nitrate/nitrite transporter	COG:COG2223, COG:P, KEGG:K02575, RefSeq:WP_032434610.1, SO:0001217, UniParc:UPI0003DE15D5, UniRef:UniRef100_A0A332VYA5, UniRef:UniRef50_P10903, UniRef:UniRef90_A0A4R4DMB3
contig_1	cds	121619	122155	-	COILCL_00123	ybjK	TetR family transcriptional regulator	COG:COG3226, COG:K, GO:0003677, SO:0001217, UniParc:UPI00024105A6, UniRef:UniRef100_W9B977, UniRef:UniRef50_A0A0J1LXI3, UniRef:UniRef90_A0A8B6IP92
contig_1	cds	122318	123817	+	COILCL_00124	kmrA	efflux MFS transporter KmrA	BlastRules:WP_004175980, COG:COG0477, COG:GEPR, KEGG:K08167, RefSeq:WP_032434608.1, SO:0001217, UniParc:UPI0003DE5677, UniRef:UniRef100_A0AAX2N8N6, UniRef:UniRef50_A0A378B4C8, UniRef:UniRef90_W8UJU1
contig_1	cds	123812	124609	-	COILCL_00125	iclR	IclR family transcriptional regulator	COG:COG1414, COG:K, KEGG:K02624, RefSeq:WP_002906473.1, SO:0001217, UniParc:UPI0002687259, UniRef:UniRef100_A0A927DM32, UniRef:UniRef50_A0A7H4MKX8, UniRef:UniRef90_A0A483GZD3
contig_1	cds	124863	125981	+	COILCL_00126	rspA	Muconate cycloisomerase	COG:COG4948, COG:MR, EC:5.5.1.1, KEGG:K01856, RefSeq:WP_004898509.1, SO:0001217, UniParc:UPI0002186496, UniRef:UniRef100_A0A377WYW5, UniRef:UniRef50_A0A240C4W0, UniRef:UniRef90_B5XWZ8
contig_1	cds	126001	126291	+	COILCL_00127	catC	muconolactone Delta-isomerase	EC:5.3.3.4, GO:0016159, GO:0042952, KEGG:K03464, RefSeq:WP_004180100.1, SO:0001217, UniParc:UPI000282E602, UniRef:UniRef100_A0A378C1X2, UniRef:UniRef50_A0A378C1X2, UniRef:UniRef90_A0A378C1X2
contig_1	cds	126358	127284	+	COILCL_00128	catA	catechol 1,2-dioxygenase	COG:COG3485, COG:Q, EC:1.13.11.1, GO:0005506, GO:0018576, GO:0019615, KEGG:K03381, RefSeq:WP_004214358.1, SO:0001217, UniParc:UPI0002B539A7, UniRef:UniRef100_A0A6B2J5W4, UniRef:UniRef50_P07773, UniRef:UniRef90_A0A2V3KBE7
contig_1	cds	127394	128776	+	COILCL_00129	hcaE	2-halobenzoate 1,2-dioxygenase large subunit	COG:COG4638, COG:PR, EC:1.14.12.-, EC:1.14.12.10, KEGG:K05549, RefSeq:WP_004175987.1, SO:0001217, UniParc:UPI000282F347, UniRef:UniRef100_A0A098CCZ2, UniRef:UniRef50_Q51601, UniRef:UniRef90_A0A3P8JKU4
contig_1	cds	128776	129261	+	COILCL_00130	benB	benzoate 1,2-dioxygenase small subunit	COG:COG5517, COG:Q, EC:1.14.12.-, EC:1.14.12.10, GO:0008152, KEGG:K05550, RefSeq:WP_004180096.1, SO:0001217, UniParc:UPI00015769A1, UniRef:UniRef100_A0A098CEI1, UniRef:UniRef50_Q51602, UniRef:UniRef90_A0A098CEI1
contig_1	cds	129271	130287	+	COILCL_00131	benC	benzoate 1,2-dioxygenase electron transfer component BenC	COG:C, COG:COG1018, EC:1.18.1.-, KEGG:K05784, RefSeq:WP_032435224.1, SO:0001217, UniParc:UPI00044E330B, UniRef:UniRef100_A0AAX2N7Q1, UniRef:UniRef50_P07771, UniRef:UniRef90_A0A483VZG4
contig_1	cds	130297	131070	+	COILCL_00132	benD	benzoate diol dehydrogenase BenD	COG:COG1028, COG:I, RefSeq:WP_004143751.1, SO:0001217, UniParc:UPI000157699F, UniRef:UniRef100_A0A0H3GTD3, UniRef:UniRef50_A0A7Z8ZC45, UniRef:UniRef90_W9B8L5
contig_1	cds	131067	131945	-	COILCL_00133	yddG	aromatic amino acid DMT transporter YddG	COG:COG0697, COG:GER, GO:0016020, RefSeq:WP_002906464.1, SO:0001217, UniParc:UPI000157699E, UniRef:UniRef100_A0A0H3GU04, UniRef:UniRef50_P46136, UniRef:UniRef90_A0AAW9DWW6
contig_1	cds	132171	135218	+	COILCL_00134	fdnG	formate dehydrogenase-N subunit alpha	COG:C, COG:COG0243, EC:1.17.5.3, GO:0006788, GO:0008430, GO:0008863, GO:0009055, GO:0009061, GO:0009326, GO:0015942, GO:0015944, GO:0016020, GO:0019645, GO:0030151, GO:0030288, GO:0036397, GO:0043546, GO:0047111, GO:0051539, RefSeq:WP_014907530.1, SO:0001217, UniParc:UPI0001A58917, UniRef:UniRef100_A0A483RSV2, UniRef:UniRef50_P24183, UniRef:UniRef90_P24183
contig_1	ncRNA-region	132753	132811	+			Selenocysteine insertion sequence 3	RFAM:RF01989, SO:1001268
contig_1	cds	135230	136114	+	COILCL_00135	fdxH	formate dehydrogenase subunit beta	COG:C, COG:COG0437, EC:1.17.1.9, GO:0005886, GO:0008863, GO:0015944, GO:0016020, GO:0045333, GO:0046872, GO:0051539, KEGG:K08349, RefSeq:WP_004143747.1, SO:0001217, UniParc:UPI000157699C, UniRef:UniRef100_A0A0H3GQB9, UniRef:UniRef50_P0AAJ3, UniRef:UniRef90_P0AAJ3
contig_1	cds	136107	136763	+	COILCL_00136	fdnI	formate dehydrogenase-N subunit gamma	COG:C, COG:COG2864, EC:1.17.5.3, KEGG:K08350, RefSeq:WP_032435227.1, SO:0001217, UniParc:UPI0004524938, UniRef:UniRef100_A0A919HNH5, UniRef:UniRef50_P0AEK7, UniRef:UniRef90_A0A156E3I4
contig_1	cds	137503	138321	-	COILCL_00137	ppk2	polyphosphate kinase 2	COG:C, COG:COG2326, EC:2.7.4.1, GO:0006793, GO:0008976, RefSeq:WP_004200045.1, SO:0001217, UniParc:UPI000241DE87, UniRef:UniRef100_A0A0H3GNV6, UniRef:UniRef50_A0A5P8N287, UniRef:UniRef90_A0A087FM01
contig_1	cds	138389	138829	-	COILCL_00138	gloA	VOC domain-containing protein	COG:COG0346, COG:Q, RefSeq:WP_002906451.1, SO:0001217, UniParc:UPI0002186418, UniRef:UniRef100_A0A0H3GY97, UniRef:UniRef50_A0A564LBR4, UniRef:UniRef90_A0A8B6IPF4
contig_1	cds	139094	140248	+	COILCL_00139	araJ	MFS transporter AraJ	COG:COG2814, COG:G, GO:0022857, GO:0055085, KEGG:K08156, RefSeq:WP_004200044.1, SO:0001217, UniParc:UPI000241DE86, UniRef:UniRef100_A0A0H3GQB4, UniRef:UniRef50_P23910, UniRef:UniRef90_A0A377ZKG2
contig_1	cds	140255	141346	-	COILCL_00140	yciW1	Carboxymuconolactone decarboxylase-like domain-containing protein	COG:COG4950, COG:S, RefSeq:WP_004200042.1, SO:0001217, UniParc:UPI000241DE85, UniRef:UniRef100_A0A0H3GTC5, UniRef:UniRef50_E0SNC0, UniRef:UniRef90_A0A0H3GTC5
contig_1	cds	141356	142342	-	COILCL_00141	ssuD	Monooxygenase, luciferase family	COG:COG2141, COG:HR, RefSeq:WP_004200040.1, SO:0001217, UniParc:UPI000241DE84, UniRef:UniRef100_A0A0H3GTZ5, UniRef:UniRef50_A0A378B5K4, UniRef:UniRef90_A0A378B5K4
contig_1	cds	142342	143958	-	COILCL_00142	nikD	nickel import ATP-binding protein NikD	COG:COG4172, COG:Q, EC:7.2.2.-, GO:0005886, GO:0015413, GO:0015675, GO:0016151, GO:0043190, RefSeq:WP_004200039.1, SO:0001217, UniParc:UPI000241DE83, UniRef:UniRef100_A0A0H3GNV2, UniRef:UniRef50_A0A0S2EMG0, UniRef:UniRef90_A0A377W1D1
contig_1	cds	143955	144803	-	COILCL_00143	dppC	ABC transporter permease	COG:COG1173, COG:EP, RefSeq:WP_032435229.1, SO:0001217, UniParc:UPI000451C696, UniRef:UniRef100_A0AAW9UCI3, UniRef:UniRef50_A0A449DCG4, UniRef:UniRef90_A0A483K4X6
contig_1	cds	144800	145744	-	COILCL_00144	dppB	ABC transporter permease	COG:COG0601, COG:EP, RefSeq:WP_002906228.1, SO:0001217, UniParc:UPI00015768D5, UniRef:UniRef100_A0A0H3GQB0, UniRef:UniRef50_A0A486T7Z7, UniRef:UniRef90_A0A486MFY3
contig_1	cds	145755	147377	-	COILCL_00145	ddpA	Glutathione-binding protein GsiB	COG:COG0747, COG:E, RefSeq:WP_002906226.1, SO:0001217, UniParc:UPI00015768D4, UniRef:UniRef100_A0A0H3GTC0, UniRef:UniRef50_A0A0S2EMF2, UniRef:UniRef90_A0A8D6PZT8
contig_1	cds	147547	148557	-	COILCL_00146	adhP	alcohol dehydrogenase AdhP	COG:COG1064, COG:G, EC:1.1.1.1, KEGG:K13953, RefSeq:WP_002906221.1, SO:0001217, UniParc:UPI00015768D3, UniRef:UniRef100_A0A0H3GTY9, UniRef:UniRef50_P20368, UniRef:UniRef90_A0A0J0BE51
contig_1	cds	148810	149409	+	COILCL_00147	ppa	Inorganic pyrophosphatase	COG:C, COG:COG0221, RefSeq:WP_002906218.1, SO:0001217, UniParc:UPI000205C0D4, UniRef:UniRef100_A0A378B2S3, UniRef:UniRef50_A0A0H3GY84, UniRef:UniRef90_A0A2S6ECN4
contig_1	cds	149577	150530	+	COILCL_00148	marR	MarR family transcriptional regulator	RefSeq:WP_004143731.1, SO:0001217, UniParc:UPI0001B74741, UniRef:UniRef100_A0A0C7KJW7, UniRef:UniRef50_R9AMV1, UniRef:UniRef90_A0A9P0UY81
contig_1	cds	150567	152282	-	COILCL_00149	uup	Putative transporter ATP-binding component	COG:COG0488, COG:R, RefSeq:WP_032435231.1, SO:0001217, UniParc:UPI000451E39A, UniRef:UniRef100_A0A483V5Y1, UniRef:UniRef50_A0A0A2WJM8, UniRef:UniRef90_A0A486PRP0
contig_1	cds	152680	153387	-	COILCL_00150		Glycosyltransferase	RefSeq:WP_025861969.1, SO:0001217, UniParc:UPI000300205C, UniRef:UniRef100_A0A919HMT8, UniRef:UniRef50_W8UJW8, UniRef:UniRef90_W8UJW8
contig_1	cds	153568	155265	-	COILCL_00151	maeA	NAD-dependent malic enzyme	COG:C, COG:COG0281, EC:1.1.1.38, GO:0004471, GO:0005829, GO:0006090, GO:0006108, GO:0008948, GO:0046872, GO:0051287, RefSeq:WP_002906125.1, SO:0001217, UniParc:UPI00015768CD, UniRef:UniRef100_A6T9K7, UniRef:UniRef50_Q8ZG09, UniRef:UniRef90_A6T9K7
contig_1	cds	155447	155587	-	COILCL_00152	sra	stationary-phase-induced ribosome-associated protein	KEGG:K02972, RefSeq:WP_004143727.1, SO:0001217, UniParc:UPI00015768CC, UniRef:UniRef100_A0A0H3GNT8, UniRef:UniRef50_A0A0H3GNT8, UniRef:UniRef90_A0A0H3GNT8
contig_1	cds	155765	156616	-	COILCL_00153	gloB	Vmh family MBL fold metallo-hydrolase	COG:COG0491, COG:R, RefSeq:WP_004189881.1, SO:0001217, UniParc:UPI00015768CB, UniRef:UniRef100_A0A0H3GY67, UniRef:UniRef50_A0A8R2FCN1, UniRef:UniRef90_A0A0H3GY67
contig_1	cds	156730	157623	+	COILCL_00154	lysR	HTH-type transcriptional regulator DmlR	COG:COG0583, COG:K, RefSeq:WP_004200027.1, SO:0001217, UniParc:UPI000241DDCD, UniRef:UniRef100_A0A0H3GQ99, UniRef:UniRef50_W9B952, UniRef:UniRef90_W9B952
contig_1	cds	157691	157936	-	COILCL_00155		DUF2543 domain-containing protein	RefSeq:WP_004180069.1, SO:0001217, UniParc:UPI00015768C9, UniRef:UniRef100_A0A0H3GTA0, UniRef:UniRef50_A0A090UYR4, UniRef:UniRef90_A0A0H3GTA0
contig_1	cds	158133	159047	-	COILCL_00156	fabG	Putative oxidoreductase	COG:COG1028, COG:I, RefSeq:WP_004151242.1, SO:0001217, UniParc:UPI00015768C8, UniRef:UniRef100_A0A0H3GTX5, UniRef:UniRef50_B4EEE3, UniRef:UniRef90_A0A3S4K891
contig_1	cds	160254	160469	+	COILCL_00157		Transporter	RefSeq:WP_004143717.1, SO:0001217, UniParc:UPI0001A58564, UniRef:UniRef100_A0A0H3GY57, UniRef:UniRef50_A0A0H3GY57, UniRef:UniRef90_A0A0H3GY57
contig_1	cds	160493	160999	+	COILCL_00158	yciF	Protein yciE	COG:COG3685, COG:P, RefSeq:WP_004151243.1, SO:0001217, UniParc:UPI00015768C6, UniRef:UniRef100_A0A0H3GQ94, UniRef:UniRef50_P21363, UniRef:UniRef90_A0A2X3FKJ7
contig_1	cds	161016	161198	+	COILCL_00159		PTS system cellobiose/salicin/arbutin-specific transporter subunit IIBC	RefSeq:WP_020802170.1, SO:0001217, UniParc:UPI0003421EDA, UniRef:UniRef100_A0AAW9UAR9, UniRef:UniRef50_A0A7X1LMW7, UniRef:UniRef90_A0A0H3GT94
contig_1	cds	161238	162863	+	COILCL_00160	amyA	Putative glycosidase	COG:COG0366, COG:G, RefSeq:WP_023285186.1, SO:0001217, UniParc:UPI0003BE6D19, UniRef:UniRef100_A0AAX2N7M7, UniRef:UniRef50_A0A377XBR9, UniRef:UniRef90_A0A377WIG5
contig_1	cds	162860	163855	-	COILCL_00161	yqjQ	Dehydrogenase	COG:COG0300, COG:R, RefSeq:WP_032435237.1, SO:0001217, UniParc:UPI0004517815, UniRef:UniRef100_A0AAX3FEU3, UniRef:UniRef50_A0A060VHP0, UniRef:UniRef90_A0A060VHP0
contig_1	cds	164067	164162	+	COILCL_00162		hypothetical protein	SO:0001217, UniParc:UPI0002410629, UniRef:UniRef100_A0A377ZK81, UniRef:UniRef50_A6T9J6, UniRef:UniRef90_A6T9J6
contig_1	cds	164174	164620	-	COILCL_00163	ycaP	YetF C-terminal domain-containing protein	COG:COG2323, COG:S, RefSeq:WP_004148482.1, SO:0001217, UniParc:UPI00015767F8, UniRef:UniRef100_A0A0H3GT91, UniRef:UniRef50_A0A0H3GT91, UniRef:UniRef90_A0A0H3GT91
contig_1	cds	164629	165132	-	COILCL_00164		Inner membrane protein	RefSeq:WP_004184168.1, SO:0001217, UniParc:UPI000205BC00, UniRef:UniRef100_A0A378B2M3, UniRef:UniRef50_A0AAP9R0W2, UniRef:UniRef90_A0A0H3GTW6
contig_1	cds	165277	165681	+	COILCL_00165	ydeI	YdeI family stress tolerance OB fold protein	COG:COG3111, COG:S, RefSeq:WP_020316426.1, SO:0001217, UniParc:UPI000357F36A, UniRef:UniRef100_A0A377ZKA2, UniRef:UniRef50_P31130, UniRef:UniRef90_A0A087FM27
contig_1	cds	165697	165843	+	COILCL_00166		hypothetical protein	RefSeq:WP_002906033.1, SO:0001217, UniParc:UPI00015767F5, UniRef:UniRef100_A0A0H3GY48, UniRef:UniRef50_A0A0H3GY48, UniRef:UniRef90_A0A0H3GY48
contig_1	cds	165957	166388	+	COILCL_00167	osmC	Osmotically inducible protein C	COG:COG1764, COG:V, EC:1.11.1.28, KEGG:K04063, RefSeq:WP_002906030.1, SO:0001217, UniParc:UPI00015767F4, UniRef:UniRef100_A0A0H3GQ84, UniRef:UniRef50_P0C0L2, UniRef:UniRef90_A0A2X1QXK9
contig_1	cds	166493	167362	+	COILCL_00168	mpaB	ER-bound oxygenase mpaB/mpaB'/Rubber oxygenase catalytic domain-containing protein	COG:COG3662, COG:Q, RefSeq:WP_004176040.1, SO:0001217, UniParc:UPI00015767F3, UniRef:UniRef100_A0A169R741, UniRef:UniRef50_A0A1Q9XRL2, UniRef:UniRef90_A0A0H3GT87
contig_1	cds	167364	168050	-	COILCL_00169	hisJ	ABC transporter substrate-binding protein	COG:COG0834, COG:ET, RefSeq:WP_032435239.1, SO:0001217, UniParc:UPI0004476247, UniRef:UniRef100_A0AAW9UC78, UniRef:UniRef50_A0A564I237, UniRef:UniRef90_A0A0C7KEG7
contig_1	cds	168272	169195	+	COILCL_00170	fieF	Cation diffusion facilitator family transporter	COG:COG0053, COG:P, KEGG:K13283, RefSeq:WP_004151892.1, SO:0001217, UniParc:UPI0002186394, UniRef:UniRef100_W8UJZ3, UniRef:UniRef50_A0A0C7KMT1, UniRef:UniRef90_A0A0C7KMT1
contig_1	cds	169445	170362	+	COILCL_00171	yneE	Ibestrophin	COG:COG3781, COG:P, KEGG:K08994, RefSeq:WP_004148478.1, SO:0001217, UniParc:UPI00015767EF, UniRef:UniRef100_A0A0H3GQ79, UniRef:UniRef50_A0A285B3P3, UniRef:UniRef90_A0A0H3GQ79
contig_1	cds	170678	172978	+	COILCL_00172	bisC	CbbBc protein	COG:C, COG:COG0243, RefSeq:WP_021313816.1, SO:0001217, UniParc:UPI0003AC65B5, UniRef:UniRef100_A0AAX3FDJ3, UniRef:UniRef50_P77561, UniRef:UniRef90_A0A0C7KK32
